ID	CITY	STATE	LAT_N	LONG_W
1464	Detroit	MI	77.889278	-94.244085
1465	Oklahoma City	NC	78.88685	-86.346339
1466	Las Vegas	OH	36.182729	-105.013855
1467	Portland	GA	28.08374	-121.080511
1468	Memphis	NY	66.440919	-105.995438
1469	Louisville	NC	74.30605	-104.246247
1470	Baltimore	GA	44.544858	-108.632193
1471	New York	TX	54.644932	-87.022341
1472	Los Angeles	NC	64.003252	-117.408185
1473	Chicago	CA	51.998702	-121.804426
1474	Houston	FL	53.497136	-119.395161
1475	Phoenix	IL	41.865534	-98.68203
1476	Philadelphia	NC	37.797776	-94.825456
1477	San Antonio	IL	39.063403	-102.022685
1478	San Diego	NY	54.437208	-95.172035
1479	Dallas	NC	53.227551	-86.566806
1480	San Jose	IL	63.613515	-77.940599
1481	Austin	OH	62.483829	-128.455742
1482	Jacksonville	NY	77.287734	-100.819216
1483	Fort Worth	OH	37.429652	-124.408393
1484	Columbus	CA	73.151363	-84.328937
1485	Charlotte	FL	23.998173	-82.596793
1486	San Francisco	MI	21.704467	-108.51434
1487	Indianapolis	GA	53.033675	-81.794334
1488	Seattle	NY	79.806075	-119.279317
1489	Denver	CA	47.092342	-85.607789
1490	Washington	IL	79.822793	-76.847438
1491	Boston	OH	50.259523	-100.392777
1492	El Paso	NC	24.832946	-120.254552
1493	Nashville	NC	26.629801	-89.312409
1494	Detroit	PA	64.486597	-128.751541
1495	Oklahoma City	CA	26.074633	-121.061569
1496	Las Vegas	CA	34.500975	-74.331715
1497	Portland	OH	36.414418	-94.538027
1498	Memphis	PA	64.538862	-80.561555
1499	Louisville	OH	64.651798	-74.837617
1500	Baltimore	OH	62.775594	-77.547931
1501	New York	IL	72.407076	-122.410557
1502	Los Angeles	IL	22.612998	-126.207296
1503	Chicago	FL	61.131268	-75.391677
1504	Houston	NY	65.559176	-119.229518
1505	Phoenix	TX	74.121946	-128.646076
1506	Philadelphia	PA	29.800104	-127.44666
1507	San Antonio	FL	38.008213	-87.295215
1508	San Diego	IL	32.663531	-80.590727
1509	Dallas	NC	58.347818	-95.806319
1510	San Jose	TX	23.559909	-112.225335
1511	Austin	TX	29.115265	-70.205162
1512	Jacksonville	OH	35.204385	-120.314584
1513	Fort Worth	NY	26.73273	-122.601158
1514	Columbus	PA	64.056616	-129.045765
1515	Charlotte	OH	47.208387	-118.85448
1516	San Francisco	OH	45.190128	-98.544448
1517	Indianapolis	GA	54.144451	-120.485783
1518	Seattle	FL	23.629681	-90.799503
1519	Denver	GA	71.199716	-99.044398
1520	Washington	PA	57.081482	-73.522138
1521	Boston	OH	24.001552	-121.438102
1522	El Paso	IL	52.68086	-124.281143
1523	Nashville	MI	52.087567	-98.134135
1524	Detroit	IL	69.645881	-120.685725
1525	Oklahoma City	TX	34.052804	-124.045635
1526	Las Vegas	TX	22.988863	-86.831245
1527	Portland	CA	32.996583	-98.080829
1528	Memphis	NC	70.042577	-101.993422
1529	Louisville	GA	55.557885	-119.30081
1530	Baltimore	NY	47.752774	-111.287797
1531	New York	NY	48.464181	-84.985943
1532	Los Angeles	NY	40.397737	-81.185245
1533	Chicago	FL	22.087643	-88.91247
1534	Houston	FL	78.031294	-82.332753
1535	Phoenix	NY	54.700611	-92.794389
1536	Philadelphia	GA	24.081752	-124.003395
1537	San Antonio	IL	27.058277	-113.627678
1538	San Diego	FL	65.991444	-103.396076
1539	Dallas	OH	33.807937	-128.193974
1540	San Jose	TX	75.800176	-119.742748
1541	Austin	IL	23.532432	-112.041824
1542	Jacksonville	CA	60.010568	-106.378204
1543	Fort Worth	FL	66.150965	-114.08832
1544	Columbus	CA	23.079056	-93.561062
1545	Charlotte	PA	42.092161	-97.491921
1546	San Francisco	NY	64.099287	-121.346664
1547	Indianapolis	FL	37.948855	-123.067604
1548	Seattle	OH	24.433832	-124.82982
1549	Denver	GA	38.292134	-71.058288
1550	Washington	GA	54.205109	-79.251281
1551	Boston	FL	76.903259	-77.735131
1552	El Paso	FL	69.812869	-70.136202
1553	Nashville	FL	57.491297	-121.563182
1554	Detroit	TX	31.849201	-73.968852
1555	Oklahoma City	OH	52.904184	-113.681275
1556	Las Vegas	FL	42.823922	-85.284198
1557	Portland	PA	32.658688	-129.691144
1558	Memphis	PA	61.265037	-104.008662
1559	Louisville	NY	35.362786	-80.903229
1560	Baltimore	NC	41.995482	-75.739291
1561	New York	NY	26.632328	-104.501715
1562	Los Angeles	MI	28.40164	-112.864164
1563	Chicago	PA	31.765082	-97.361885
1564	Houston	TX	66.119044	-81.187008
1565	Phoenix	MI	48.168906	-94.45339
1566	Philadelphia	NC	35.233442	-96.6006
1567	San Antonio	PA	21.622714	-120.684883
1568	San Diego	IL	55.40524	-76.711402
1569	Dallas	IL	61.420743	-112.868159
1570	San Jose	IL	51.789848	-106.326139
1571	Austin	MI	72.932319	-105.023533
1572	Jacksonville	FL	30.251835	-119.48575
1573	Fort Worth	CA	29.588745	-100.488303
1574	Columbus	PA	62.649695	-74.656212
1575	Charlotte	MI	72.625624	-70.198524
1576	San Francisco	PA	37.872612	-77.390308
1577	Indianapolis	CA	66.822602	-107.910815
1578	Seattle	PA	38.691819	-127.557742
1579	Denver	FL	64.151846	-118.72669
1580	Washington	FL	28.221441	-119.459813
1581	Boston	MI	77.440505	-113.813178
1582	El Paso	CA	57.048829	-118.555722
1583	Nashville	PA	22.470438	-101.512104
1584	Detroit	IL	53.214858	-92.727227
1585	Oklahoma City	NC	75.1008	-94.229361
1586	Las Vegas	NC	59.870136	-77.323682
1587	Portland	NC	45.275924	-120.944663
1588	Memphis	NC	64.250722	-70.205451
1589	Louisville	OH	66.349156	-80.995562
1590	Baltimore	NC	23.884917	-105.65379
1591	New York	FL	34.0866	-86.172418
1592	Los Angeles	NY	70.466803	-86.943568
1593	Chicago	OH	34.294327	-82.045393
1594	Houston	PA	21.139967	-83.811699
1595	Phoenix	OH	77.415589	-112.919782
1596	Philadelphia	MI	21.860411	-82.509199
1597	San Antonio	TX	29.400053	-106.249719
1598	San Diego	MI	20.655059	-129.622718
1599	Dallas	MI	63.052111	-72.892813
1600	San Jose	MI	28.1817	-109.021951
1601	Austin	NY	61.880087	-104.536144
1602	Jacksonville	MI	63.450281	-94.394714
1603	Fort Worth	TX	76.098582	-104.955351
1604	Columbus	NY	66.505001	-90.353143
1605	Charlotte	IL	72.118648	-91.401255
1606	San Francisco	GA	46.219364	-87.401658
1607	Indianapolis	TX	29.409442	-74.027397
1608	Seattle	GA	71.235485	-110.499613
1609	Denver	MI	50.610316	-115.984464
1610	Washington	GA	24.428453	-128.462827
1611	Boston	OH	44.999835	-129.313455
1612	El Paso	OH	73.317868	-117.287641
1613	Nashville	NC	71.068415	-107.782093
1614	Detroit	NY	22.477977	-103.372307
1615	Oklahoma City	MI	28.319938	-73.661558
1616	Las Vegas	IL	63.537759	-125.24914
1617	Portland	PA	20.368225	-77.205253
1618	Memphis	GA	22.116837	-79.069427
1619	Louisville	TX	66.453214	-115.435918
1620	Baltimore	FL	28.867693	-96.099324
1621	New York	MI	36.703834	-126.197529
1622	Los Angeles	NC	63.897776	-96.879963
1623	Chicago	CA	48.806037	-85.011818
1624	Houston	IL	51.287725	-76.823268
1625	Phoenix	PA	38.488204	-124.496519
1626	Philadelphia	NC	21.137572	-93.236045
1627	San Antonio	GA	32.854989	-117.300351
1628	San Diego	GA	53.436628	-126.366725
1629	Dallas	FL	35.824297	-111.134846
1630	San Jose	OH	67.046375	-74.779475
1631	Austin	PA	41.355047	-127.760023
1632	Jacksonville	NY	34.945187	-117.834237
1633	Fort Worth	PA	43.785636	-83.109591
1634	Columbus	CA	23.359536	-72.460582
1635	Charlotte	FL	32.953328	-80.755364
1636	San Francisco	FL	66.068525	-87.759762
1637	Indianapolis	OH	29.187461	-121.407457
1638	Seattle	CA	44.069131	-115.344796
1639	Denver	NC	38.039383	-112.106748
1640	Washington	PA	22.322497	-97.374182
1641	Boston	TX	69.298601	-123.776009
1642	El Paso	OH	66.412452	-80.429481
1643	Nashville	IL	49.431626	-97.325064
1644	Detroit	NY	38.429958	-110.562202
1645	Oklahoma City	PA	37.335004	-85.606797
1646	Las Vegas	GA	62.424969	-101.587864
1647	Portland	OH	47.541247	-87.583323
1648	Memphis	NC	33.188317	-72.247232
1649	Louisville	TX	20.150795	-90.406316
1650	Baltimore	CA	23.400448	-86.467588
1651	New York	TX	28.032789	-96.837163
1652	Los Angeles	FL	27.724548	-104.226923
1653	Chicago	TX	42.804921	-102.441707
1654	Houston	FL	75.306624	-123.890644
1655	Phoenix	GA	78.764888	-99.093271
1656	Philadelphia	TX	49.310882	-101.073809
1657	San Antonio	GA	34.555219	-95.01914
1658	San Diego	PA	51.84178	-97.241861
1659	Dallas	PA	73.127178	-107.478374
1660	San Jose	NC	22.467862	-80.834485
1661	Austin	NC	74.376758	-84.346372
1662	Jacksonville	GA	25.117599	-89.425528
1663	Fort Worth	CA	35.486797	-119.811032
1664	Columbus	NY	41.065913	-84.284697
1665	Charlotte	PA	65.124514	-71.361781
1666	San Francisco	CA	27.273172	-78.175567
1667	Indianapolis	FL	54.593371	-127.475873
1668	Seattle	OH	68.527009	-84.028431
1669	Denver	OH	41.678466	-103.367403
1670	Washington	OH	23.597099	-85.207891
1671	Boston	GA	28.676849	-116.580026
1672	El Paso	NC	25.019499	-100.803155
1673	Nashville	TX	78.529726	-70.815373
1674	Detroit	MI	58.592802	-120.967814
1675	Oklahoma City	GA	30.270446	-119.899127
1676	Las Vegas	NY	55.934638	-120.202596
1677	Portland	FL	34.253376	-112.957075
1678	Memphis	GA	71.505844	-91.728112
1679	Louisville	GA	53.829129	-90.76258
1680	Baltimore	NC	70.821706	-72.268427
1681	New York	CA	46.948674	-101.197763
1682	Los Angeles	FL	25.949872	-91.103727
1683	Chicago	OH	72.035131	-71.362502
1684	Houston	MI	35.328915	-80.855913
1685	Phoenix	FL	70.45093	-78.011023
1686	Philadelphia	GA	52.826224	-110.041976
1687	San Antonio	NY	64.977134	-101.839528
1688	San Diego	NC	48.538469	-102.007745
1689	Dallas	FL	42.278382	-73.102797
1690	San Jose	NC	76.574769	-110.89486
1691	Austin	MI	57.162476	-113.753802
1692	Jacksonville	IL	79.898663	-116.032297
1693	Fort Worth	PA	30.40754	-74.960927
1694	Columbus	OH	29.583055	-118.165446
1695	Charlotte	NY	32.56591	-129.222512
1696	San Francisco	MI	45.805581	-111.507157
1697	Indianapolis	NC	76.572818	-88.438531
1698	Seattle	MI	79.347772	-127.420756
1699	Denver	PA	21.567524	-73.317917
1700	Washington	NC	76.12983	-94.752154
1701	Boston	GA	64.483895	-78.684399
1702	El Paso	OH	64.851237	-109.283532
1703	Nashville	IL	49.878558	-126.995966
1704	Detroit	IL	36.666499	-124.258586
1705	Oklahoma City	NC	78.19154	-105.747376
1706	Las Vegas	GA	26.962875	-74.067796
1707	Portland	FL	79.706557	-87.909953
1708	Memphis	NY	31.627769	-100.239125
1709	Louisville	PA	75.749589	-117.111337
1710	Baltimore	FL	75.390876	-102.564848
1711	New York	CA	57.722564	-88.039567
1712	Los Angeles	NY	52.346762	-94.309721
1713	Chicago	CA	55.630998	-93.209075
1714	Houston	TX	72.372834	-109.396129
1715	Phoenix	CA	50.398582	-112.124768
1716	Philadelphia	NC	40.509125	-106.447959
1717	San Antonio	NY	79.840447	-102.919184
1718	San Diego	PA	34.337193	-120.460678
1719	Dallas	FL	58.366526	-74.266415
1720	San Jose	CA	65.71733	-121.960936
1721	Austin	PA	66.83368	-113.694026
1722	Jacksonville	OH	44.146516	-118.487956
1723	Fort Worth	OH	30.023244	-90.4561
1724	Columbus	IL	26.799108	-84.742059
1725	Charlotte	GA	47.984757	-110.63325
1726	San Francisco	MI	50.520565	-102.710971
1727	Indianapolis	IL	20.239709	-104.774182
1728	Seattle	NY	49.421428	-96.225603
1729	Denver	OH	70.783696	-92.237106
1730	Washington	CA	22.931878	-110.139392
1731	Boston	NY	41.524428	-110.844852
1732	El Paso	IL	49.592284	-85.897556
1733	Nashville	NC	57.14917	-124.182231
1734	Detroit	OH	22.410729	-118.10626
1735	Oklahoma City	PA	74.370871	-126.227142
1736	Las Vegas	OH	48.096662	-96.850846
1737	Portland	NC	61.536209	-88.616302
1738	Memphis	FL	58.275475	-98.871329
1739	Louisville	NC	41.168748	-87.867362
1740	Baltimore	NY	47.400662	-82.351052
1741	New York	IL	67.048956	-113.208554
1742	Los Angeles	NY	34.914904	-129.157498
1743	Chicago	TX	53.440707	-81.904506
1744	Houston	NC	20.324185	-99.449449
1745	Phoenix	MI	38.061798	-80.313018
1746	Philadelphia	CA	40.404166	-112.889759
1747	San Antonio	GA	25.845534	-117.081959
1748	San Diego	TX	75.89342	-121.537736
1749	Dallas	FL	68.234101	-75.789044
1750	San Jose	IL	36.973173	-105.359057
1751	Austin	NC	65.975526	-104.083683
1752	Jacksonville	MI	42.203226	-80.443704
1753	Fort Worth	MI	79.227959	-125.026687
1754	Columbus	CA	65.892021	-82.187481
1755	Charlotte	FL	53.167414	-73.886468
1756	San Francisco	GA	56.541851	-116.760868
1757	Indianapolis	IL	72.865799	-102.560385
1758	Seattle	GA	44.069693	-104.430884
1759	Denver	MI	37.29699	-96.084271
1760	Washington	NC	42.991805	-113.022296
1761	Boston	TX	58.422175	-122.815373
1762	El Paso	NC	57.002732	-77.750489
1763	Nashville	IL	47.758585	-98.776715
1764	Detroit	NC	23.605934	-111.33976
1765	Oklahoma City	NY	49.145691	-126.753266
1766	Las Vegas	NC	43.606127	-82.554237
1767	Portland	MI	65.085734	-116.955147
1768	Memphis	CA	69.425393	-124.029481
1769	Louisville	FL	43.035426	-86.831415
1770	Baltimore	MI	48.321191	-114.074993
1771	New York	NY	31.177843	-77.492207
1772	Los Angeles	CA	51.545658	-91.125876
1773	Chicago	PA	75.602706	-102.569272
1774	Houston	CA	68.257475	-73.461391
1775	Phoenix	CA	64.59407	-116.961047
1776	Philadelphia	NC	28.498684	-103.181962
1777	San Antonio	IL	37.443659	-85.933945
1778	San Diego	NY	51.087365	-104.425794
1779	Dallas	NC	53.500318	-107.927079
1780	San Jose	MI	49.005505	-95.369893
1781	Austin	TX	38.554578	-118.874665
1782	Jacksonville	OH	43.136219	-77.065689
1783	Fort Worth	OH	40.258642	-107.659266
1784	Columbus	GA	62.638259	-89.824575
1785	Charlotte	NY	66.206621	-79.789256
1786	San Francisco	IL	66.389575	-98.276544
1787	Indianapolis	OH	54.281022	-89.791239
1788	Seattle	PA	26.720117	-78.313463
1789	Denver	FL	35.393949	-115.380763
1790	Washington	NY	79.261743	-122.783683
1791	Boston	IL	27.451696	-77.213888
1792	El Paso	NY	36.714778	-95.37311
1793	Nashville	CA	58.759092	-125.44495
1794	Detroit	IL	73.688295	-101.746837
1795	Oklahoma City	PA	60.224358	-89.655512
1796	Las Vegas	NC	78.351449	-72.655761
1797	Portland	NC	21.049152	-108.425793
1798	Memphis	CA	32.909897	-87.503553
1799	Louisville	FL	24.853181	-78.329801
1800	Baltimore	NY	76.429026	-129.207034
1801	New York	GA	79.971818	-118.429353
1802	Los Angeles	CA	76.571911	-90.998443
1803	Chicago	IL	69.712206	-111.282517
1804	Houston	CA	65.755788	-84.978685
1805	Phoenix	CA	50.771215	-101.090055
1806	Philadelphia	PA	20.62679	-126.420007
1807	San Antonio	TX	34.074598	-80.675644
1808	San Diego	GA	72.612547	-90.950356
1809	Dallas	IL	66.695867	-100.266132
1810	San Jose	PA	58.593223	-104.833177
1811	Austin	NC	40.6316	-99.052476
1812	Jacksonville	TX	37.904652	-84.330445
1813	Fort Worth	CA	43.775719	-102.364394
1814	Columbus	PA	70.963518	-127.389271
1815	Charlotte	PA	22.967492	-103.018264
1816	San Francisco	IL	22.605709	-79.036681
1817	Indianapolis	MI	71.379265	-116.318874
1818	Seattle	NY	60.085449	-117.179426
1819	Denver	NY	68.700409	-108.431152
1820	Washington	NY	79.493923	-112.977373
1821	Boston	CA	63.118099	-116.709925
1822	El Paso	TX	71.773154	-84.647845
1823	Nashville	FL	32.137474	-88.130085
1824	Detroit	NC	42.929316	-127.790552
1825	Oklahoma City	FL	43.889537	-83.470585
1826	Las Vegas	FL	70.920177	-74.586138
1827	Portland	NY	48.236681	-117.581237
1828	Memphis	MI	23.651706	-115.225217
1829	Louisville	GA	21.915166	-96.180592
1830	Baltimore	PA	69.065995	-127.453602
1831	New York	FL	34.761499	-93.062854
1832	Los Angeles	IL	36.857054	-86.758972
1833	Chicago	NY	35.1126	-81.322225
1834	Houston	GA	65.111314	-105.50775
1835	Phoenix	CA	72.181779	-103.783186
1836	Philadelphia	OH	56.943948	-117.512656
1837	San Antonio	OH	59.859152	-121.325603
1838	San Diego	FL	63.04718	-110.232814
1839	Dallas	OH	26.301889	-113.419205
1840	San Jose	GA	31.869379	-128.471613
1841	Austin	PA	76.898252	-101.871112
1842	Jacksonville	TX	55.531375	-123.991952
1843	Fort Worth	FL	56.923409	-115.583892
1844	Columbus	IL	42.192253	-98.376358
1845	Charlotte	FL	55.606359	-120.32401
1846	San Francisco	TX	27.63368	-124.175587
1847	Indianapolis	PA	56.611615	-93.035195
1848	Seattle	FL	24.945009	-108.486464
1849	Denver	TX	77.255578	-110.381119
1850	Washington	TX	79.356849	-86.102464
1851	Boston	FL	62.299305	-91.262062
1852	El Paso	IL	35.639267	-104.304273
1853	Nashville	PA	30.830962	-78.588058
1854	Detroit	TX	35.051302	-89.18757
1855	Oklahoma City	FL	63.898885	-77.31188
1856	Las Vegas	GA	54.11567	-101.633965
1857	Portland	GA	51.544092	-86.588265
1858	Memphis	IL	47.732433	-71.673297
1859	Louisville	PA	71.937939	-107.755417
1860	Baltimore	TX	76.226216	-121.676394
1861	New York	FL	28.916298	-114.559698
1862	Los Angeles	PA	58.331739	-100.149041
1863	Chicago	FL	65.246119	-78.115847
1864	Houston	GA	35.470827	-113.669177
1865	Phoenix	FL	41.324196	-95.195277
1866	Philadelphia	MI	31.77461	-105.559259
1867	San Antonio	GA	45.174181	-70.735349
1868	San Diego	MI	68.676092	-105.221935
1869	Dallas	GA	49.546351	-102.080376
1870	San Jose	OH	54.758175	-100.476443
1871	Austin	NC	50.753915	-81.452659
1872	Jacksonville	IL	52.203829	-102.605972
1873	Fort Worth	OH	41.030531	-124.328165
1874	Columbus	OH	58.769908	-88.615419
1875	Charlotte	MI	52.535789	-128.373867
1876	San Francisco	PA	42.398087	-93.528226
1877	Indianapolis	NC	68.975056	-105.810449
1878	Seattle	PA	76.090127	-83.150955
1879	Denver	PA	49.39822	-118.129197
1880	Washington	IL	59.060726	-121.676325
1881	Boston	NY	45.503671	-97.362238
1882	El Paso	GA	21.972523	-99.726707
1883	Nashville	FL	51.174029	-118.345319
1884	Detroit	FL	61.510489	-99.427645
1885	Oklahoma City	MI	50.996826	-97.031142
1886	Las Vegas	PA	49.13106	-126.426906
1887	Portland	MI	76.09049	-80.608065
1888	Memphis	CA	51.475504	-92.739096
1889	Louisville	CA	69.936013	-82.64448
1890	Baltimore	NY	73.285708	-126.563506
1891	New York	GA	64.533961	-72.009753
1892	Los Angeles	IL	35.283249	-74.338657
1893	Chicago	IL	52.73443	-114.989752
1894	Houston	NY	71.96643	-124.037647
1895	Phoenix	MI	39.642537	-102.096405
1896	Philadelphia	NC	42.609369	-104.271463
1897	San Antonio	OH	79.133572	-80.403092
1898	San Diego	PA	69.422955	-108.853675
1899	Dallas	CA	70.088416	-111.099604
1900	San Jose	NC	32.809578	-121.227972
1901	Austin	GA	60.490663	-97.133786
1902	Jacksonville	IL	46.046359	-74.98115
1903	Fort Worth	NC	43.684004	-111.905766
1904	Columbus	NC	58.910787	-129.872751
1905	Charlotte	NY	24.567348	-102.198214
1906	San Francisco	TX	70.945282	-127.454322
1907	Indianapolis	NY	34.644526	-120.688796
1908	Seattle	MI	79.532407	-120.814982
1909	Denver	NC	79.982551	-107.164628
1910	Washington	NY	28.194501	-95.00415
1911	Boston	NC	49.773601	-80.205372
1912	El Paso	FL	74.172542	-119.555033
1913	Nashville	IL	30.892271	-74.491864
1914	Detroit	OH	54.844336	-74.392736
1915	Oklahoma City	IL	60.721602	-98.105068
1916	Las Vegas	NY	48.751731	-74.706199
1917	Portland	GA	62.124574	-75.646131
1918	Memphis	CA	72.391843	-89.82644
1919	Louisville	PA	37.974282	-77.452359
1920	Baltimore	GA	63.438345	-85.827457
1921	New York	CA	75.338908	-82.231775
1922	Los Angeles	PA	32.614515	-79.321692
1923	Chicago	FL	49.293226	-77.460757
1924	Houston	PA	42.821508	-119.58988
1925	Phoenix	CA	65.431232	-126.095087
1926	Philadelphia	IL	42.654863	-70.764862
1927	San Antonio	TX	74.093748	-110.847297
1928	San Diego	CA	61.914458	-86.717237
1929	Dallas	NY	30.381599	-98.774938
1930	San Jose	MI	75.829551	-95.482428
1931	Austin	NC	27.634854	-100.03173
1932	Jacksonville	OH	54.63351	-102.938959
1933	Fort Worth	FL	59.048954	-99.334241
1934	Columbus	TX	50.603438	-124.289878
1935	Charlotte	TX	33.934906	-88.643005
1936	San Francisco	FL	45.910086	-122.527722
1937	Indianapolis	TX	28.333	-124.505634
1938	Seattle	CA	64.108764	-118.797343
1939	Denver	OH	30.081283	-95.89301
1940	Washington	NC	30.723113	-78.886326
1941	Boston	MI	69.206324	-124.67526
1942	El Paso	CA	47.34332	-119.09342
1943	Nashville	NC	64.19719	-125.572913
1944	Detroit	TX	34.32267	-81.702114
1945	Oklahoma City	NY	48.051112	-95.705252
1946	Las Vegas	MI	28.469874	-82.070689
1947	Portland	NY	31.568039	-80.942891
1948	Memphis	NC	63.123955	-107.750489
1949	Louisville	MI	72.57364	-98.929736
1950	Baltimore	MI	21.929168	-112.620038
1951	New York	FL	71.198947	-90.815493
1952	Los Angeles	MI	51.553272	-124.456294
1953	Chicago	GA	57.343035	-88.019595
1954	Houston	NY	43.575362	-125.144127
1955	Phoenix	OH	33.82739	-84.846076
1956	Philadelphia	TX	72.94549	-124.77201
1957	San Antonio	TX	48.171111	-115.452785
1958	San Diego	IL	35.161939	-110.692994
1959	Dallas	TX	62.694909	-103.484248
1960	San Jose	NY	52.609176	-72.398002
1961	Austin	CA	33.568424	-78.537051
1962	Jacksonville	OH	39.289807	-101.015839
1963	Fort Worth	MI	71.998129	-89.228618
1964	Columbus	NY	30.772506	-93.751162
1965	Charlotte	TX	57.019116	-120.023938
1966	San Francisco	IL	65.974507	-125.908485
1967	Indianapolis	PA	75.455664	-128.281537
1968	Seattle	NC	41.798604	-82.81976
1969	Denver	NC	27.057809	-96.730025
1970	Washington	IL	73.018438	-91.057422
1971	Boston	OH	55.338088	-91.063135
1972	El Paso	NY	48.758925	-111.293575
1973	Nashville	NY	26.315968	-102.957956
1974	Detroit	NY	68.758416	-115.882232
1975	Oklahoma City	NC	28.391497	-129.787472
1976	Las Vegas	IL	74.831133	-104.130318
1977	Portland	GA	22.488962	-77.969938
1978	Memphis	NC	33.036139	-121.889599
1979	Louisville	IL	48.608287	-115.557515
1980	Baltimore	NY	28.105102	-118.453496
1981	New York	GA	72.70101	-94.923929
1982	Los Angeles	NY	25.057291	-127.549137
1983	Chicago	NY	33.318207	-103.712548
1984	Houston	PA	49.319121	-85.876621
1985	Phoenix	GA	27.621043	-122.182828
1986	Philadelphia	GA	28.435589	-85.135185
1987	San Antonio	MI	64.629509	-127.711662
1988	San Diego	MI	66.917217	-88.948064
1989	Dallas	IL	25.271364	-97.019957
1990	San Jose	GA	22.413373	-102.797903
1991	Austin	NC	55.797153	-129.259832
1992	Jacksonville	NY	63.951174	-124.628418
1993	Fort Worth	IL	54.886524	-71.103802
1994	Columbus	GA	55.34222	-116.360594
1995	Charlotte	GA	63.212269	-95.112693
1996	San Francisco	IL	44.034131	-106.879228
1997	Indianapolis	NC	65.489163	-112.711784
1998	Seattle	GA	26.885797	-88.243389
1999	Denver	IL	75.836531	-109.769937
2000	Washington	FL	65.74974	-98.738576
2001	Boston	NC	32.18767	-96.928641
2002	El Paso	IL	33.582014	-120.885568
2003	Nashville	CA	21.952262	-122.516882
2004	Detroit	PA	20.606441	-92.835754
2005	Oklahoma City	IL	30.097274	-121.926223
2006	Las Vegas	CA	37.726158	-120.613797
2007	Portland	CA	61.572315	-75.293452
2008	Memphis	FL	42.728522	-103.999833
2009	Louisville	MI	78.137397	-100.621595
2010	Baltimore	CA	31.475294	-128.710472
2011	New York	IL	41.161002	-129.453203
2012	Los Angeles	MI	43.476926	-127.406891
2013	Chicago	GA	67.301862	-118.485621
2014	Houston	NY	28.159596	-88.353035
2015	Phoenix	MI	28.12616	-116.437341
2016	Philadelphia	PA	30.058419	-88.473739
2017	San Antonio	IL	56.457604	-71.441966
2018	San Diego	CA	70.846837	-100.412041
2019	Dallas	PA	53.570318	-90.650206
2020	San Jose	FL	49.280222	-125.507209
2021	Austin	TX	50.796145	-107.544242
2022	Jacksonville	IL	33.033715	-72.228139
2023	Fort Worth	IL	69.828749	-78.202733
2024	Columbus	TX	59.184221	-109.89557
2025	Charlotte	IL	71.361583	-88.36288
2026	San Francisco	NY	75.881003	-104.912981
2027	Indianapolis	NY	79.459411	-127.419721
2028	Seattle	NC	38.047642	-100.380347
2029	Denver	NY	77.002328	-74.076409
2030	Washington	OH	72.744031	-111.431836
2031	Boston	CA	48.609518	-92.371264
2032	El Paso	CA	70.132329	-85.170992
2033	Nashville	TX	39.806007	-74.44877
2034	Detroit	FL	37.608389	-101.541692
2035	Oklahoma City	MI	26.97067	-75.21388
2036	Las Vegas	GA	67.201173	-102.309611
2037	Portland	OH	66.632244	-95.163869
2038	Memphis	TX	77.320554	-111.110593
2039	Louisville	PA	47.443137	-82.462566
2040	Baltimore	TX	57.513284	-102.040416
2041	New York	MI	50.142623	-73.282023
2042	Los Angeles	OH	36.486461	-127.94026
2043	Chicago	TX	46.331803	-72.497838
2044	Houston	GA	39.603266	-70.430179
2045	Phoenix	OH	29.082819	-127.221067
2046	Philadelphia	OH	24.474312	-85.598019
2047	San Antonio	OH	65.577512	-93.984334
2048	San Diego	OH	62.584954	-107.435378
2049	Dallas	TX	24.137254	-77.135669
2050	San Jose	OH	66.562499	-122.322
2051	Austin	PA	60.858716	-94.345946
2052	Jacksonville	GA	41.326143	-107.524048
2053	Fort Worth	GA	51.510478	-107.501824
2054	Columbus	FL	46.333899	-94.065706
2055	Charlotte	PA	26.339051	-96.703536
2056	San Francisco	OH	31.953522	-91.113593
2057	Indianapolis	NC	54.353032	-108.301684
2058	Seattle	MI	56.109569	-100.43887
2059	Denver	GA	57.30106	-109.352211
2060	Washington	PA	64.120088	-107.105751
2061	Boston	CA	62.630787	-86.05237
2062	El Paso	CA	50.160162	-79.806043
2063	Nashville	PA	63.351177	-77.087533
2064	Detroit	OH	56.759831	-103.798558
2065	Oklahoma City	PA	66.258009	-127.396336
2066	Las Vegas	NC	42.571822	-113.631414
2067	Portland	FL	25.691193	-111.812898
2068	Memphis	FL	78.78863	-109.209383
2069	Louisville	FL	50.248373	-101.726319
2070	Baltimore	MI	63.592234	-101.70763
2071	New York	NC	51.174999	-116.247407
2072	Los Angeles	CA	37.060989	-101.786879
2073	Chicago	PA	67.359552	-102.581671
2074	Houston	NY	73.245647	-113.751295
2075	Phoenix	NY	48.539195	-78.477244
2076	Philadelphia	NC	74.891851	-102.583903
2077	San Antonio	NC	37.561484	-96.627213
2078	San Diego	IL	48.433558	-118.898847
2079	Dallas	OH	69.681446	-109.33979
2080	San Jose	FL	74.20088	-90.933964
2081	Austin	MI	72.242376	-100.61534
2082	Jacksonville	CA	37.206238	-105.137349
2083	Fort Worth	CA	67.022954	-119.184668
2084	Columbus	GA	55.258266	-119.958308
2085	Charlotte	NC	54.453707	-126.251563
2086	San Francisco	OH	25.580691	-86.854576
